name,lat,lng,source,checked_on
제진,38.56722,128.38806,https://ko.wikipedia.org/wiki/제진역,2026-09-21
감호,38.63953111,128.33344,https://ko.wikipedia.org/wiki/감호역,2026-09-21
부전,35.164556,129.0601722,https://ko.wikipedia.org/wiki/부전역_(한국철도공사),2026-09-21
거제해맞이,35.1822472,129.0692,https://ko.wikipedia.org/wiki/거제해맞이역,2026-09-21
거제,35.1908917,129.0755167,https://ko.wikipedia.org/wiki/거제역,2026-09-21
교대,35.19889,129.07722,https://ko.wikipedia.org/wiki/교대역_(부산),2026-09-21
동래,35.1975722,129.0897556,https://ko.wikipedia.org/wiki/동래역_(한국철도공사),2026-09-21
안락,35.1959611,129.1038028,https://ko.wikipedia.org/wiki/안락역,2026-09-21
부산원동,35.19361,129.11417,https://ko.wikipedia.org/wiki/부산원동역,2026-09-21
재송,35.1895361,129.1201028,https://ko.wikipedia.org/wiki/재송역,2026-09-21
센텀,35.179167,129.124972,https://ko.wikipedia.org/wiki/센텀역,2026-09-21
벡스코,35.17167,129.13583,https://ko.wikipedia.org/wiki/벡스코역,2026-09-21
신해운대,35.181674,129.177087,https://ko.wikipedia.org/wiki/신해운대역,2026-09-21
송정,35.1809278,129.1999306,https://ko.wikipedia.org/wiki/송정역_(부산),2026-09-21
오시리아,35.196306,129.208361,https://ko.wikipedia.org/wiki/오시리아역,2026-09-21
기장,35.24139,129.21806,https://ko.wikipedia.org/wiki/기장역,2026-09-21
일광,35.2665475,129.232816889,https://ko.wikipedia.org/wiki/일광역,2026-09-21
좌천,35.31194,129.245,https://ko.wikipedia.org/wiki/좌천역_(한국철도공사),2026-09-21
월내,35.32167,129.27389,https://ko.wikipedia.org/wiki/월내역,2026-09-21
서생,35.34472,129.29222,https://ko.wikipedia.org/wiki/서생역,2026-09-21
남창,35.4173278,129.2835333,https://ko.wikipedia.org/wiki/남창역,2026-09-21
망양,35.45583,129.28806,https://ko.wikipedia.org/wiki/망양역,2026-09-21
덕하,35.4954972,129.3093278,https://ko.wikipedia.org/wiki/덕하역,2026-09-21
개운포,35.50778,129.32111,https://ko.wikipedia.org/wiki/개운포역,2026-09-21
태화강,35.53917,129.35417,https://ko.wikipedia.org/wiki/태화강역,2026-09-21
북울산,35.61472,129.37222,https://ko.wikipedia.org/wiki/북울산역,2026-09-21
외동신호장,35.7075,129.32194,https://ko.wikipedia.org/wiki/외동역,2026-09-21
경주,35.79833,129.13889,https://ko.wikipedia.org/wiki/경주역,2026-09-21
서경주,35.885,129.18,https://ko.wikipedia.org/wiki/서경주역,2026-09-21
안강,35.97056,129.23278,https://ko.wikipedia.org/wiki/안강역,2026-09-21
포항,36.07139,129.34222,https://ko.wikipedia.org/wiki/포항역,2026-09-21
월포,36.20355611,129.36641694,https://ko.wikipedia.org/wiki/월포역,2026-09-21
장사,36.284139,129.369139,https://ko.wikipedia.org/wiki/장사역,2026-09-21
강구,36.35239611,129.37257806,https://ko.wikipedia.org/wiki/강구역_(영덕),2026-09-21
영덕,36.4104200889,129.3773053389,https://ko.wikipedia.org/wiki/영덕역,2026-09-21
영해,36.53806,129.39667,https://ko.wikipedia.org/wiki/영해역,2026-09-21
고래불,36.60278,129.40639,https://ko.wikipedia.org/wiki/고래불역,2026-09-21
후포,36.68306,129.43694,https://ko.wikipedia.org/wiki/후포역,2026-09-21
평해,36.72528,129.44556,https://ko.wikipedia.org/wiki/평해역,2026-09-21
기성,36.79028,129.4475,https://ko.wikipedia.org/wiki/기성역_(울진),2026-09-21
매화,36.88278,129.40972,https://ko.wikipedia.org/wiki/매화역_(경상북도),2026-09-21
울진,36.98278,129.395,https://ko.wikipedia.org/wiki/울진역,2026-09-21
죽변,37.04917,129.40417,https://ko.wikipedia.org/wiki/죽변역,2026-09-21
흥부,37.09694,129.36917,https://ko.wikipedia.org/wiki/흥부역,2026-09-21
옥원,37.18389,129.32417,https://ko.wikipedia.org/wiki/옥원역,2026-09-21
임원,37.24056,129.32639,https://ko.wikipedia.org/wiki/임원역,2026-09-21
근덕,37.31472,129.27722,https://ko.wikipedia.org/wiki/근덕역,2026-09-21
삼척,37.4299278,129.178722,https://ko.wikipedia.org/wiki/삼척역,2026-09-21
신보성,34.75944,127.08528,https://ko.wikipedia.org/wiki/신보성역,2026-09-21
장동,34.75389,126.99611,https://ko.wikipedia.org/wiki/장동역_(장흥),2026-09-21
전남장흥,34.66917,126.91167,https://ko.wikipedia.org/wiki/전남장흥역,2026-09-21
강진,34.62806,126.77139,https://ko.wikipedia.org/wiki/강진역,2026-09-21
해남,34.63639,126.63833,https://ko.wikipedia.org/wiki/해남역,2026-09-21
영암,34.75944,126.53056,https://ko.wikipedia.org/wiki/영암역,2026-09-21
임성리,34.820389,126.435417,https://ko.wikipedia.org/wiki/임성리역,2026-09-21
묵호항,37.5398528,129.1121028,https://ko.wikipedia.org/wiki/묵호항역,2026-09-21
주평,36.64306,128.17056,https://ko.wikipedia.org/wiki/주평역,2026-09-21
진남,36.65528,128.12806,https://ko.wikipedia.org/wiki/진남역,2026-09-21
문경(구역),36.7294444,128.1063889,https://www.wikidata.org/wiki/Q1597551,2026-09-21
서동탄,37.19575,127.051778,https://ko.wikipedia.org/wiki/서동탄역,2026-09-21
부강화물,36.545,127.34889,https://ko.wikipedia.org/wiki/부강화물역,2026-09-21
장유,35.21083,128.82083,https://ko.wikipedia.org/wiki/장유역,2026-09-21
부산신항,35.11429,128.8463,https://ko.wikipedia.org/wiki/부산신항역,2026-09-21
동산,35.875,127.08778,https://ko.wikipedia.org/wiki/동산역,2026-09-21
북전주,35.86694,127.09722,https://ko.wikipedia.org/wiki/북전주역,2026-09-21
삼화,37.48583,129.06278,https://ko.wikipedia.org/wiki/삼화역,2026-09-21
서울숲,37.5436472,127.0446861,https://ko.wikipedia.org/wiki/서울숲역,2026-09-21
압구정로데오,37.5276306,127.0406306,https://ko.wikipedia.org/wiki/압구정로데오역,2026-09-21
강남구청,37.51722,127.04139,https://ko.wikipedia.org/wiki/강남구청역,2026-09-21
선정릉,37.5103,127.04385,https://ko.wikipedia.org/wiki/선정릉역,2026-09-21
선릉,37.50445,127.0489861,https://ko.wikipedia.org/wiki/선릉역,2026-09-21
한티,37.496167,127.052889,https://ko.wikipedia.org/wiki/한티역,2026-09-21
도곡,37.4908306,127.0553833,https://ko.wikipedia.org/wiki/도곡역,2026-09-21
구룡(서울),37.486778,127.059222,https://ko.wikipedia.org/wiki/구룡역_(서울),2026-09-21
개포동,37.488972,127.066028,https://ko.wikipedia.org/wiki/개포동역,2026-09-21
대모산입구,37.491194,127.07275,https://ko.wikipedia.org/wiki/대모산입구역,2026-09-21
수서,37.48694,127.10194,https://ko.wikipedia.org/wiki/수서역,2026-09-21
복정,37.4703278,127.1266222,https://ko.wikipedia.org/wiki/복정역,2026-09-21
가천대,37.44778,127.12694,https://ko.wikipedia.org/wiki/가천대역,2026-09-21
태평,37.43944,127.12806,https://ko.wikipedia.org/wiki/태평역,2026-09-21
모란,37.43139,127.12972,https://ko.wikipedia.org/wiki/모란역,2026-09-21
야탑,37.411139,127.128722,https://ko.wikipedia.org/wiki/야탑역,2026-09-21
서현,37.3851167,127.1232944,https://ko.wikipedia.org/wiki/서현역,2026-09-21
수내,37.3785528,127.114275,https://ko.wikipedia.org/wiki/수내역,2026-09-21
정자,37.3662778,127.1081222,https://ko.wikipedia.org/wiki/정자역,2026-09-21
미금,37.35,127.10889,https://ko.wikipedia.org/wiki/미금역,2026-09-21
오리,37.339775,127.1089417,https://ko.wikipedia.org/wiki/오리역,2026-09-21
죽전,37.324583,127.107417,https://ko.wikipedia.org/wiki/죽전역_(용인),2026-09-21
보정,37.312778,127.108333,https://ko.wikipedia.org/wiki/보정역,2026-09-21
구성,37.29861,127.10556,https://ko.wikipedia.org/wiki/구성역_(용인),2026-09-21
신갈,37.286156486,127.111268974,https://rail.blue/railroad/logis/stationinfo.aspx?id=425,2026-09-21
기흥,37.2752972,127.1159667,https://ko.wikipedia.org/wiki/기흥역,2026-09-21
상갈,37.2617972,127.1087167,https://ko.wikipedia.org/wiki/상갈역,2026-09-21
청명,37.2594861,127.0789444,https://ko.wikipedia.org/wiki/청명역,2026-09-21
영통,37.25361,127.07556,https://ko.wikipedia.org/wiki/영통역,2026-09-21
망포,37.2458,127.0573639,https://ko.wikipedia.org/wiki/망포역,2026-09-21
매탄권선,37.25444,127.04417,https://ko.wikipedia.org/wiki/매탄권선역,2026-09-21
수원시청,37.25889,127.03667,https://ko.wikipedia.org/wiki/수원시청역,2026-09-21
매교,37.2654806,127.0156889,https://ko.wikipedia.org/wiki/매교역,2026-09-21
추암,37.4781861,129.1576639,https://ko.wikipedia.org/wiki/추암역,2026-09-21
삼척해변,37.4681306,129.1658639,https://ko.wikipedia.org/wiki/삼척해변역,2026-09-21
서화성,37.24806,126.78694,https://ko.wikipedia.org/wiki/서화성역,2026-09-21
화성시청,37.19,126.82,https://ko.wikipedia.org/wiki/화성시청역,2026-09-21
향남,37.12306,126.91306,https://ko.wikipedia.org/wiki/향남역,2026-09-21
안중,36.97111,126.93806,https://ko.wikipedia.org/wiki/안중역,2026-09-21
인주,36.83833,126.88167,https://ko.wikipedia.org/wiki/인주역,2026-09-21
합덕,36.79639,126.79889,https://ko.wikipedia.org/wiki/합덕역,2026-09-21
홍성,36.59944,126.68111,https://ko.wikipedia.org/wiki/홍성역,2026-09-21
김포공항,37.5625,126.80083,https://ko.wikipedia.org/wiki/김포공항역,2026-09-21
원종,37.52417,126.80472,https://ko.wikipedia.org/wiki/원종역,2026-09-21
부천종합운동장,37.5053806,126.79735,https://ko.wikipedia.org/wiki/부천종합운동장역,2026-09-21
소새울,37.468222,126.797389,https://ko.wikipedia.org/wiki/소새울역,2026-09-21
시흥대야,37.450222,126.793,https://ko.wikipedia.org/wiki/시흥대야역,2026-09-21
신천,37.439194,126.78675,https://ko.wikipedia.org/wiki/신천역_(시흥),2026-09-21
신현,37.409667,126.787833,https://ko.wikipedia.org/wiki/신현역,2026-09-21
시흥시청,37.3805,126.8065,https://ko.wikipedia.org/wiki/시흥시청역,2026-09-21
시흥능곡,37.370139,126.808889,https://ko.wikipedia.org/wiki/시흥능곡역,2026-09-21
달미,37.348667,126.809472,https://ko.wikipedia.org/wiki/달미역,2026-09-21
선부,37.334361,126.809917,https://ko.wikipedia.org/wiki/선부역,2026-09-21
초지,37.320583,126.806194,https://ko.wikipedia.org/wiki/초지역,2026-09-21
시우,37.313083,126.795722,https://ko.wikipedia.org/wiki/시우역,2026-09-21
원시,37.302639,126.786806,https://ko.wikipedia.org/wiki/원시역,2026-09-21
고색,37.249694,126.980333,https://ko.wikipedia.org/wiki/고색역,2026-09-21
오목천,37.2433111,126.9637389,https://ko.wikipedia.org/wiki/오목천역,2026-09-21
어천,37.2497806,126.9091972,https://ko.wikipedia.org/wiki/어천역,2026-09-21
야목,37.2611111,126.8843611,https://ko.wikipedia.org/wiki/야목역,2026-09-21
사리,37.2908694,126.8571889,https://ko.wikipedia.org/wiki/사리역,2026-09-21
한대앞,37.3097722,126.8535806,https://ko.wikipedia.org/wiki/한대앞역,2026-09-21
중앙,37.3159583,126.8386417,https://ko.wikipedia.org/wiki/중앙역_(안산),2026-09-21
고잔,37.3168167,126.8231278,https://ko.wikipedia.org/wiki/고잔역,2026-09-21
안산,37.32722,126.78833,https://ko.wikipedia.org/wiki/안산역,2026-09-21
신길온천,37.337472,126.76725,https://ko.wikipedia.org/wiki/신길온천역,2026-09-21
정왕,37.35167,126.74278,https://ko.wikipedia.org/wiki/정왕역,2026-09-21
오이도,37.36194,126.73833,https://ko.wikipedia.org/wiki/오이도역,2026-09-21
달월,37.37975,126.74525,https://ko.wikipedia.org/wiki/달월역,2026-09-21
월곶,37.39111,126.7475,https://ko.wikipedia.org/wiki/월곶역,2026-09-21
소래포구,37.4009667,126.7335389,https://ko.wikipedia.org/wiki/소래포구역,2026-09-21
인천논현,37.4006417,126.7224944,https://ko.wikipedia.org/wiki/인천논현역,2026-09-21
호구포,37.4016222,126.7086833,https://ko.wikipedia.org/wiki/호구포역,2026-09-21
남동인더스파크,37.407767,126.695237,https://ko.wikipedia.org/wiki/남동인더스파크역,2026-09-21
원인재,37.4124056,126.6879056,https://ko.wikipedia.org/wiki/원인재역,2026-09-21
연수,37.41528,126.67833,https://ko.wikipedia.org/wiki/연수역,2026-09-21
송도,37.4297139,126.6544861,https://ko.wikipedia.org/wiki/송도역,2026-09-21
학익,37.43806,126.64806,https://ko.wikipedia.org/wiki/학익역,2026-09-21
인하대,37.44847194,126.64963889,https://ko.wikipedia.org/wiki/인하대역,2026-09-21
숭의,37.46080611,126.63830611,https://ko.wikipedia.org/wiki/숭의역,2026-09-21
신포,37.46889,126.62389,https://ko.wikipedia.org/wiki/신포역_(인천),2026-09-21
신광양항,34.89778,127.64722,https://ko.wikipedia.org/wiki/신광양항역,2026-09-21
신동화물,35.955815,128.450987,https://ko.wikipedia.org/wiki/신동화물역,2026-09-21
남철송장,35.061889,128.806806,https://ko.wikipedia.org/wiki/남철송장역,2026-09-21
북철송장,35.082694,128.825806,https://ko.wikipedia.org/wiki/북철송장역,2026-09-21
산본,37.35806,126.93306,https://ko.wikipedia.org/wiki/산본역,2026-09-21
수리산,37.35028,126.92556,https://ko.wikipedia.org/wiki/수리산역,2026-09-21
대야미,37.32833,126.91722,https://ko.wikipedia.org/wiki/대야미역,2026-09-21
반월,37.31222,126.90361,https://ko.wikipedia.org/wiki/반월역,2026-09-21
상록수,37.30278,126.86639,https://ko.wikipedia.org/wiki/상록수역,2026-09-21
양산화물,35.3071472,128.9853694,https://ko.wikipedia.org/wiki/양산화물역,2026-09-21
덕양,34.81222,127.6275,https://ko.wikipedia.org/wiki/덕양역,2026-09-21
흥국사,34.81667,127.67611,https://ko.wikipedia.org/wiki/흥국사역,2026-09-21
적량,34.85556,127.70611,https://ko.wikipedia.org/wiki/적량역,2026-09-21
북영주,36.8215778,128.6267056,https://ko.wikipedia.org/wiki/북영주역,2026-09-21
문단,36.8633139,128.6827333,https://ko.wikipedia.org/wiki/문단역,2026-09-21
봉화,36.8914667,128.727111,https://ko.wikipedia.org/wiki/봉화역_(봉화),2026-09-21
거촌,36.89028,128.77278,https://ko.wikipedia.org/wiki/거촌역,2026-09-21
봉성,36.89444,128.83056,https://ko.wikipedia.org/wiki/봉성역,2026-09-21
법전,36.9166528,128.8835167,https://ko.wikipedia.org/wiki/법전역,2026-09-21
춘양,36.9369167,128.9202111,https://ko.wikipedia.org/wiki/춘양역,2026-09-21
녹동,36.91639,128.95528,https://ko.wikipedia.org/wiki/녹동역_(봉화),2026-09-21
임기,36.9038556,128.9994028,https://ko.wikipedia.org/wiki/임기역,2026-09-21
현동,36.93667,129.01194,https://ko.wikipedia.org/wiki/현동역,2026-09-21
분천,36.9326944,129.0583417,https://ko.wikipedia.org/wiki/분천역,2026-09-21
비동,36.957705,129.073978,https://ko.wikipedia.org/wiki/비동역,2026-09-21
양원,37.60667,127.10778,https://ko.wikipedia.org/wiki/양원역_(서울),2026-09-21
승부,36.9926833,129.0844028,https://ko.wikipedia.org/wiki/승부역,2026-09-21
석포,37.0459639,129.0602944,https://ko.wikipedia.org/wiki/석포역,2026-09-21
동점,37.0842278,129.0465139,https://ko.wikipedia.org/wiki/동점역,2026-09-21
철암,37.1128861,129.0369556,https://ko.wikipedia.org/wiki/철암역,2026-09-21
백산,37.1383417,129.0340333,https://ko.wikipedia.org/wiki/백산역,2026-09-21
동백산,37.1508972,129.0345861,https://ko.wikipedia.org/wiki/동백산역,2026-09-21
솔안,37.15833,129.03028,https://ko.wikipedia.org/wiki/솔안역,2026-09-21
도계,37.2290722,129.0444694,https://ko.wikipedia.org/wiki/도계역,2026-09-21
고사리,37.26694,129.06111,https://ko.wikipedia.org/wiki/고사리역,2026-09-21
하고사리,37.28028,129.0625,https://ko.wikipedia.org/wiki/하고사리역,2026-09-21
마차리,37.30556,129.07194,https://ko.wikipedia.org/wiki/마차리역,2026-09-21
신기,37.3460306,129.0853361,https://ko.wikipedia.org/wiki/신기역_(삼척),2026-09-21
상정,37.3827611,129.1012167,https://ko.wikipedia.org/wiki/상정역,2026-09-21
미로,37.4169556,129.1136167,https://ko.wikipedia.org/wiki/미로역,2026-09-21
도경리,37.4425,129.11528,https://ko.wikipedia.org/wiki/도경리역,2026-09-21
망상,37.5875,129.09722,https://ko.wikipedia.org/wiki/망상역,2026-09-21
망상해수욕장,37.59306,129.0875,https://ko.wikipedia.org/wiki/망상해수욕장역,2026-09-21
옥계,37.61675,129.0505389,https://ko.wikipedia.org/wiki/옥계역,2026-09-21
청량신호소,37.7425,128.92083,https://ko.wikipedia.org/wiki/청량역,2026-09-21
영일만항,36.10083,129.43306,https://ko.wikipedia.org/wiki/영일만항역,2026-09-21
옥구,35.91833,126.66778,https://ko.wikipedia.org/wiki/옥구역,2026-09-21
온산,35.4213278,129.351028,https://ko.wikipedia.org/wiki/온산역,2026-09-21
우암,35.12472,129.07306,https://ko.wikipedia.org/wiki/우암역,2026-09-21
신선대,35.10833,129.08333,https://ko.wikipedia.org/wiki/신선대역,2026-09-21
용암,35.47611,129.32278,https://ko.wikipedia.org/wiki/용암역,2026-09-21
울산신항,35.46667,129.3725,https://ko.wikipedia.org/wiki/울산신항역,2026-09-21
울산항,35.51083,129.37472,https://ko.wikipedia.org/wiki/울산항역,2026-09-21
목천신호소,35.93375,126.924306,https://ko.wikipedia.org/wiki/목천신호소,2026-09-21
동익산,35.92111,126.95694,https://ko.wikipedia.org/wiki/동익산역,2026-09-21
지축,37.648123,126.91393,https://ko.wikipedia.org/wiki/지축역,2026-09-21
삼송,37.65304,126.89546,https://ko.wikipedia.org/wiki/삼송역,2026-09-21
원흥,37.650444,126.873777,https://ko.wikipedia.org/wiki/원흥역,2026-09-21
원당,37.653458,126.843088,https://ko.wikipedia.org/wiki/원당역,2026-09-21
화정,37.63459,126.83267,https://ko.wikipedia.org/wiki/화정역_(고양),2026-09-21
백석,37.64301,126.78787,https://ko.wikipedia.org/wiki/백석역,2026-09-21
마두,37.65208,126.7774,https://ko.wikipedia.org/wiki/마두역,2026-09-21
정발산,37.659675,126.7732917,https://ko.wikipedia.org/wiki/정발산역,2026-09-21
주엽,37.67028,126.76111,https://ko.wikipedia.org/wiki/주엽역,2026-09-21
대화,37.67611,126.7475,https://ko.wikipedia.org/wiki/대화역,2026-09-21
안평,35.33333,126.78,https://ko.wikipedia.org/wiki/안평역_(장성),2026-09-21
장성화물,35.31583,126.75917,https://ko.wikipedia.org/wiki/장성화물역,2026-09-21
봉명,36.80111,127.13556,https://ko.wikipedia.org/wiki/봉명역,2026-09-21
쌍용,36.7937917,127.1211972,https://ko.wikipedia.org/wiki/쌍용역,2026-09-21
아산,36.79222,127.10444,https://ko.wikipedia.org/wiki/아산역,2026-09-21
탕정,36.78825,127.084417,https://ko.wikipedia.org/wiki/탕정역,2026-09-21
배방,36.77778,127.05306,https://ko.wikipedia.org/wiki/배방역,2026-09-21
온양온천,36.78056,127.00333,https://ko.wikipedia.org/wiki/온양온천역,2026-09-21
신창,36.7696278,126.9508111,https://ko.wikipedia.org/wiki/신창역,2026-09-21
도고온천,36.7495278,126.8895722,https://ko.wikipedia.org/wiki/도고온천역,2026-09-21
신례원,36.727139,126.849722,https://ko.wikipedia.org/wiki/신례원역,2026-09-21
예산,36.6871694,126.8290167,https://ko.wikipedia.org/wiki/예산역,2026-09-21
삽교,36.68028,126.75167,https://ko.wikipedia.org/wiki/삽교역,2026-09-21
화양,36.63111,126.71528,https://ko.wikipedia.org/wiki/화양역,2026-09-21
신성,36.56806,126.66194,https://ko.wikipedia.org/wiki/신성역,2026-09-21
광천,36.5015528,126.6223306,https://ko.wikipedia.org/wiki/광천역,2026-09-21
원죽,36.46694,126.6175,https://ko.wikipedia.org/wiki/원죽역,2026-09-21
청소,36.44583,126.59056,https://ko.wikipedia.org/wiki/청소역,2026-09-21
주포,36.41083,126.57194,https://ko.wikipedia.org/wiki/주포역,2026-09-21
대천,36.3408889,126.586925,https://ko.wikipedia.org/wiki/대천역,2026-09-21
남포,36.31556,126.59444,https://ko.wikipedia.org/wiki/남포역_(보령),2026-09-21
웅천,36.23611,126.60667,https://ko.wikipedia.org/wiki/웅천역,2026-09-21
판교(서천),36.1556806,126.6793389,https://ko.wikipedia.org/wiki/판교역_(서천),2026-09-21
서천,36.08222,126.70861,https://ko.wikipedia.org/wiki/서천역,2026-09-21
장항,36.04,126.71556,https://ko.wikipedia.org/wiki/장항역,2026-09-21
군산,35.9977,126.7608694,https://ko.wikipedia.org/wiki/군산역,2026-09-21
익산,35.9416361,126.9457972,https://ko.wikipedia.org/wiki/익산역,2026-09-21
삼례,35.9066639,127.0642556,https://ko.wikipedia.org/wiki/삼례역,2026-09-21
전주,35.8525,127.16306,https://ko.wikipedia.org/wiki/전주역,2026-09-21
신리,35.77306,127.20639,https://ko.wikipedia.org/wiki/신리역,2026-09-21
죽림온천,35.73389,127.23222,https://ko.wikipedia.org/wiki/죽림온천역,2026-09-21
관촌,35.66194,127.276611,https://ko.wikipedia.org/wiki/관촌역,2026-09-21
임실,35.6331278,127.2900444,https://ko.wikipedia.org/wiki/임실역,2026-09-21
봉천,35.581472,127.313972,https://ko.wikipedia.org/wiki/봉천역_(임실),2026-09-21
오수,35.5429472,127.3205917,https://ko.wikipedia.org/wiki/오수역,2026-09-21
서도,35.49194,127.33083,https://ko.wikipedia.org/wiki/서도역,2026-09-21
산성,35.44056,127.3625,https://ko.wikipedia.org/wiki/산성역_(남원),2026-09-21
남원,35.4112028,127.3618194,https://ko.wikipedia.org/wiki/남원역,2026-09-21
주생,35.37639,127.31722,https://ko.wikipedia.org/wiki/주생역,2026-09-21
옹정,35.35417,127.29556,https://ko.wikipedia.org/wiki/옹정역,2026-09-21
금지,35.32917,127.29,https://ko.wikipedia.org/wiki/금지역,2026-09-21
곡성,35.2837139,127.303775,https://ko.wikipedia.org/wiki/곡성역,2026-09-21
압록,35.19861,127.37333,https://ko.wikipedia.org/wiki/압록역,2026-09-21
구례구,35.1634694,127.4527278,https://ko.wikipedia.org/wiki/구례구역,2026-09-21
봉덕,35.13444,127.45694,https://ko.wikipedia.org/wiki/봉덕역,2026-09-21
괴목,35.09528,127.42667,https://ko.wikipedia.org/wiki/괴목역,2026-09-21
개운,35.02722,127.45333,https://ko.wikipedia.org/wiki/개운역,2026-09-21
동운,35.00806,127.47889,https://ko.wikipedia.org/wiki/동운역,2026-09-21
성산,34.92472,127.54556,https://ko.wikipedia.org/wiki/성산역_(순천),2026-09-21
율촌,34.87556,127.57667,https://ko.wikipedia.org/wiki/율촌역,2026-09-21
여천,34.77944,127.66722,https://ko.wikipedia.org/wiki/여천역,2026-09-21
여수엑스포,34.75778,127.74722,https://ko.wikipedia.org/wiki/여수엑스포역,2026-09-21
민둥산,37.245628,128.772847,https://ko.wikipedia.org/wiki/민둥산역,2026-09-21
별어곡,37.26917,128.73972,https://ko.wikipedia.org/wiki/별어곡역,2026-09-21
선평,37.32167,128.7125,https://ko.wikipedia.org/wiki/선평역,2026-09-21
정선,37.3880361,128.6720139,https://ko.wikipedia.org/wiki/정선역,2026-09-21
송석,37.4225,128.65111,https://ko.wikipedia.org/wiki/송석역,2026-09-21
나전,37.44972,128.66861,https://ko.wikipedia.org/wiki/나전역,2026-09-21
아우라지,37.47278,128.72194,https://ko.wikipedia.org/wiki/아우라지역,2026-09-21
구절리,37.51667,128.72667,https://ko.wikipedia.org/wiki/구절리역,2026-09-21
아미신호장,37.25028,127.51194,https://ko.wikipedia.org/wiki/아미역,2026-09-21
가남,37.1976,127.5353,https://ko.wikipedia.org/wiki/가남역,2026-09-21
감곡장호원,37.1273,127.6349,https://ko.wikipedia.org/wiki/감곡장호원역,2026-09-21
앙성온천,37.0921,127.7883,https://ko.wikipedia.org/wiki/앙성온천역,2026-09-21
금가,37.04722,127.90389,https://ko.wikipedia.org/wiki/금가역,2026-09-21
충주,36.97611,127.90861,https://ko.wikipedia.org/wiki/충주역,2026-09-21
살미,36.90222,127.96028,https://ko.wikipedia.org/wiki/살미역,2026-09-21
수안보온천,36.84139,128.00472,https://ko.wikipedia.org/wiki/수안보온천역,2026-09-21
연풍,36.78639,128.01806,https://ko.wikipedia.org/wiki/연풍역_(괴산),2026-09-21
문경,36.71972,128.11083,https://ko.wikipedia.org/wiki/문경역,2026-09-21
중랑,37.594917,127.075833,https://ko.wikipedia.org/wiki/중랑역,2026-09-21
구리,37.60326,127.14337306,https://ko.wikipedia.org/wiki/구리역,2026-09-21
도농,37.6082611,127.1612778,https://ko.wikipedia.org/wiki/도농역,2026-09-21
양정,37.60028,127.19,https://ko.wikipedia.org/wiki/양정역_(남양주),2026-09-21
도심,37.5799389,127.2225806,https://ko.wikipedia.org/wiki/도심역,2026-09-21
팔당,37.5482722,127.2439861,https://ko.wikipedia.org/wiki/팔당역,2026-09-21
운길산,37.55194,127.3075,https://ko.wikipedia.org/wiki/운길산역,2026-09-21
양수,37.54556,127.32917,https://ko.wikipedia.org/wiki/양수역,2026-09-21
신원,37.5259806,127.3724806,https://ko.wikipedia.org/wiki/신원역_(양평),2026-09-21
국수,37.5161806,127.3993889,https://ko.wikipedia.org/wiki/국수역,2026-09-21
아신,37.5139306,127.4429889,https://ko.wikipedia.org/wiki/아신역,2026-09-21
오빈,37.5060306,127.47385,https://ko.wikipedia.org/wiki/오빈역,2026-09-21
원덕,37.46333,127.54556,https://ko.wikipedia.org/wiki/원덕역,2026-09-21
용문,37.4822167,127.5945722,https://ko.wikipedia.org/wiki/용문역_(양평),2026-09-21
지평,37.4762972,127.6294278,https://ko.wikipedia.org/wiki/지평역,2026-09-21
석불,37.46,127.65472,https://ko.wikipedia.org/wiki/석불역,2026-09-21
일신,37.44528,127.68861,https://ko.wikipedia.org/wiki/일신역_(양평),2026-09-21
매곡,37.43361,127.73139,https://ko.wikipedia.org/wiki/매곡역,2026-09-21
양동,37.4202861,127.7547972,https://ko.wikipedia.org/wiki/양동역,2026-09-21
삼산,37.39222,127.77972,https://ko.wikipedia.org/wiki/삼산역,2026-09-21
원주,37.31611,127.92167,https://ko.wikipedia.org/wiki/원주역,2026-09-21
운학신호장,37.200336,127.998133,https://ko.wikipedia.org/wiki/운학신호장,2026-09-21
봉양,37.129806,128.131444,https://ko.wikipedia.org/wiki/봉양역,2026-09-21
제천조차장,37.127694,128.1785,https://ko.wikipedia.org/wiki/제천조차장역,2026-09-21
제천,37.127222,128.206167,https://ko.wikipedia.org/wiki/제천역,2026-09-21
고명,37.113694,128.24225,https://ko.wikipedia.org/wiki/고명역,2026-09-21
삼곡,37.0758556,128.2739833,https://ko.wikipedia.org/wiki/삼곡역,2026-09-21
도담,37.024361,128.3265,https://ko.wikipedia.org/wiki/도담역,2026-09-21
단양,36.973194,128.344028,https://ko.wikipedia.org/wiki/단양역,2026-09-21
풍기,36.874278,128.523583,https://ko.wikipedia.org/wiki/풍기역,2026-09-21
옹천,36.6852167,128.7036639,https://ko.wikipedia.org/wiki/옹천역,2026-09-21
안동,36.5748719,128.6750067,https://ko.wikipedia.org/wiki/안동역,2026-09-21
의성,36.35111,128.69556,https://ko.wikipedia.org/wiki/의성역,2026-09-21
군위,36.16111,128.74583,https://ko.wikipedia.org/wiki/군위역,2026-09-21
북영천신호장,35.9657528,128.91765,https://ko.wikipedia.org/wiki/북영천역,2026-09-21
아화,35.89778,129.05139,https://ko.wikipedia.org/wiki/아화역,2026-09-21
모량,35.82694,129.12417,https://ko.wikipedia.org/wiki/모량역,2026-09-21
신창원,35.2331056,128.6397472,https://ko.wikipedia.org/wiki/신창원역,2026-09-21
남창원,35.20306,128.65944,https://ko.wikipedia.org/wiki/남창원역,2026-09-21
